NRP;SEMESTER;TAHUN;KODE MATA KULIAH;NILAI NISBI
6004846;Gasal;2000;000101;B
6004846;Gasal;2002;000115;AB
6004846;Gasal;2002;000141;BC
6004846;Genap;2000;600001;D
6004846;Genap;2003;600002;D
6004846;Gasal;2001;601010;D
6004846;Genap;2004;601105;C
6004846;Genap;2002;601202;D
6004846;Gasal;2000;602006;C
6004846;Genap;2000;602007;D
6004846;Gasal;2000;604002;B
6004846;Gasal;2000;641211;C
6004846;Gasal;2000;641222;C
6004846;Gasal;2004;641421;BC
6004846;Genap;2000;642321;D
6004846;Genap;2000;642322;BC
6004846;Genap;2000;642323;BC
6004846;Genap;2001;643224;C
6004846;Genap;2004;643321;BC
6004846;Gasal;2001;643322;C
6004846;Genap;2003;643323;C
6004846;Gasal;2001;643331;C
6004846;Gasal;2001;643332;B
6004846;Genap;2004;644331;C
6004846;Gasal;2004;644332;C
6004846;Gasal;2004;644333;C
6004846;Genap;2003;644334;C
6004846;Genap;2002;645137;BC
6004846;Genap;2002;645331;BC
6004846;Gasal;2003;645332;D
6004846;Gasal;2004;645333;C
6004846;Gasal;2002;645334;C
6004846;Genap;2001;645336;C
6004846;Genap;2003;646133;C
6004846;Genap;2004;646332;C
6004846;Gasal;2003;646334;C
6004846;Genap;2003;647211;AB
6004846;Gasal;2003;647331;C
6004846;Genap;2004;647332;BC
6004846;Gasal;2002;647333;C
6004846;Gasal;2004;649311;BC
6004846;Genap;2001;649315;BC
6004846;Genap;2004;649316;BC
6004846;Gasal;2003;649332;C
6004846;Genap;2003;649343;BC
6004846;Gasal;2004;649344;B
6004846;Genap;2004;649345;B
6004846;Genap;2005;64A211;BC
6004846;Genap;2009;64A613;AB
6004846;Genap;2005;64A615;C
6004846;Genap;2009;64A811;BC
6013146;Genap;2001;000101;B
6013146;Gasal;2002;000114;B
6013146;Gasal;2010;00141A;B
6013146;Genap;2001;600001;BC
6013146;Genap;2004;600002;BC
6013146;Genap;2003;601009;C
6013146;Gasal;2002;601011;BC
6013146;Gasal;2005;601104;B
6013146;Gasal;2001;602001;C
6013146;Gasal;2001;603001;C
6013146;Genap;2002;604001;C
6013146;Gasal;2001;604002;BC
6013146;Genap;2001;609002;BC
6013146;Genap;2005;60A302;D
6013146;Genap;2003;627065;C
6013146;Gasal;2003;634152;B
6013146;Genap;2002;634164;BC
6013146;Genap;2004;634185;B
6013146;Gasal;2001;634212;BC
6013146;Genap;2001;634222;BC
6013146;Genap;2001;634224;BC
6013146;Gasal;2002;634233;D
6013146;Genap;2002;634242;C
6013146;Gasal;2003;634251;C
6013146;Gasal;2002;634254;BC
6013146;Genap;2003;634257;C
6013146;Gasal;2003;634261;BC
6013146;Genap;2003;634262;B
6013146;Genap;2003;634265;AB
6013146;Gasal;2004;634273;BC
6013146;Gasal;2004;634275;BC
6013146;Gasal;2004;634282;C
6013146;Gasal;2004;634284;B
6013146;Gasal;2001;634311;BC
6013146;Genap;2001;634321;D
6013146;Genap;2001;634323;BC
6013146;Gasal;2002;634331;BC
6013146;Gasal;2002;634334;C
6013146;Genap;2002;634341;D
6013146;Genap;2002;634343;B
6013146;Genap;2002;634344;BC
6013146;Genap;2002;634353;C
6013146;Genap;2003;634355;BC
6013146;Gasal;2003;634358;C
6013146;Genap;2003;634363;C
6013146;Gasal;2004;634367;BC
6013146;Genap;2003;634372;C
6013146;Gasal;2004;634374;C
6013146;Genap;2004;635242;D
6013146;Genap;2004;635251;B
6013146;Genap;2005;63A231;D
6013146;Genap;2005;63A434;C
6013146;Genap;2005;63A532;C
6013146;Genap;2005;63A533;D
6013146;Gasal;2005;63A537;D
6013146;Gasal;2005;63A623;B
6013146;Genap;2005;63A624;BC
6013146;Gasal;2006;63A636;E
6013146;Gasal;2005;63A720;D
6013146;Gasal;2005;63A723;B
6013146;Genap;2005;63A725;C
6013146;Genap;2006;63A810;A
6013146;Genap;2009;63A851;B
6013146;Gasal;2005;63A942;B
6013146;Genap;2004;640322;BC
6013146;Genap;2004;653331;C
6014066;Gasal;2001;000101;A
6014066;Genap;2001;000113;B
6014066;Gasal;2004;000141;BC
6014066;Gasal;2001;600001;B
6014066;Genap;2001;600002;BC
6014066;Gasal;2002;601010;AB
6014066;Genap;2003;601105;A
6014066;Genap;2002;601202;BC
6014066;Gasal;2001;602006;C
6014066;Genap;2001;602007;B
6014066;Gasal;2001;604002;BC
6014066;Gasal;2001;641211;AB
6014066;Gasal;2001;641222;AB
6014066;Genap;2002;641421;C
6014066;Genap;2001;642321;BC
6014066;Genap;2001;642322;A
6014066;Genap;2001;642323;A
6014066;Gasal;2002;642324;B
6014066;Genap;2002;643224;AB
6014066;Gasal;2002;643321;BC
6014066;Genap;2002;643322;C
6014066;Genap;2003;643323;A
6014066;Gasal;2002;643331;BC
6014066;Genap;2001;643332;A
6014066;Genap;2002;644331;B
6014066;Gasal;2003;644332;C
6014066;Gasal;2003;644333;AB
6014066;Genap;2002;644334;BC
6014066;Gasal;2002;645137;BC
6014066;Gasal;2003;645331;B
6014066;Gasal;2003;645332;C
6014066;Genap;2004;645333;C
6014066;Gasal;2003;645334;AB
6014066;Gasal;2003;645335;BC
6014066;Genap;2004;645336;AB
6014066;Genap;2003;646133;C
6014066;Gasal;2003;646332;B
6014066;Genap;2003;646334;C
6014066;Gasal;2004;647211;C
6014066;Genap;2003;647331;B
6014066;Gasal;2004;647332;B
6014066;Genap;2003;647333;BC
6014066;Gasal;2004;649311;BC
6014066;Genap;2003;649315;A
6014066;Genap;2004;649316;A
6014066;Genap;2004;649322;A
6014066;Genap;2004;649332;C
6014066;Gasal;2004;649343;B
6014066;Genap;2004;649344;A
6014066;Gasal;2004;649345;C
6014066;Genap;2005;64A613;AB
6014169;Gasal;2001;000101;C
6014169;Genap;2001;000115;A
6014169;Gasal;2003;000141;C
6014169;;;600001;B
6014169;Genap;2003;600002;BC
6014169;Gasal;2002;601010;BC
6014169;Genap;2004;601105;A
6014169;Genap;2002;601202;BC
6014169;Genap;2001;602006;D
6014169;Genap;2002;602007;BC
6014169;Gasal;2001;604002;A
6014169;Genap;2005;60A301;E
6014169;Genap;2006;60A701;BC
6014169;Gasal;2001;641211;D
6014169;Gasal;2002;641222;C
6014169;Genap;2002;641421;C
6014169;Genap;2002;642321;BC
6014169;Genap;2001;642322;B
6014169;Genap;2001;642323;D
6014169;Gasal;2003;642324;C
6014169;Genap;2003;643224;D
6014169;Genap;2004;643321;BC
6014169;Gasal;2004;643322;BC
6014169;Genap;2004;643323;B
6014169;Gasal;2002;643331;D
6014169;Gasal;2002;643332;A
6014169;Genap;2002;644331;D
6014169;Genap;2003;644332;C
6014169;Gasal;2003;644333;AB
6014169;Genap;2003;644334;BC
6014169;Gasal;2004;645137;AB
6014169;Gasal;2003;645331;B
6014169;Genap;2003;645334;C
6014169;Genap;2003;645335;BC
6014169;Gasal;2003;645336;B
6014169;Genap;2004;646133;E
6014169;Genap;2004;646334;D
6014169;Gasal;2004;647331;AB
6014169;Genap;2003;647332;D
6014169;Genap;2004;649311;C
6014169;Genap;2002;649315;AB
6014169;Genap;2004;649322;A
6014169;Gasal;2004;649343;BC
6014169;Gasal;2005;64A511;C
6014169;Gasal;2005;64A512;D
6014169;Genap;2005;64A612;C
6014169;Gasal;2006;64A613;A
6014169;Gasal;2005;64A701;C
6014169;Gasal;2005;64A711;C
6014169;Genap;2006;64A904;AB
6014169;Gasal;2005;64A922;C
6014169;Gasal;2005;64A978;B
6023802;Genap;2002;000101;BC
6023802;Gasal;2003;000113;BC
6023802;Gasal;2005;000141;A
6023802;Gasal;2002;600001;BC
6023802;Genap;2004;601009;B
6023802;Gasal;2003;601011;AB
6023802;Gasal;2005;601104;BC
6023802;Gasal;2002;602001;C
6023802;Genap;2002;602002;D
6023802;Gasal;2002;604002;C
6023802;Genap;2002;609002;BC
6023802;Gasal;2006;60A102;BC
6023802;Gasal;2005;60A501;BC
6023802;Genap;2005;60A701;B
6023802;Genap;2004;634152;B
6023802;Genap;2003;634164;BC
6023802;Gasal;2002;634212;B
6023802;Genap;2002;634222;BC
6023802;Genap;2002;634224;BC
6023802;Gasal;2003;634233;C
6023802;Genap;2003;634242;BC
6023802;Genap;2004;634251;B
6023802;Genap;2003;634254;BC
6023802;Gasal;2004;634257;C
6023802;Genap;2004;634261;BC
6023802;Genap;2004;634262;BC
6023802;Genap;2004;634273;BC
6023802;Genap;2004;634282;C
6023802;Gasal;2002;634311;BC
6023802;Gasal;2003;634321;BC
6023802;Genap;2002;634323;BC
6023802;Gasal;2003;634331;B
6023802;Gasal;2003;634332;BC
6023802;Gasal;2004;634341;BC
6023802;Genap;2003;634344;C
6023802;Genap;2003;634353;B
6023802;Gasal;2004;634355;BC
6023802;Gasal;2004;634356;C
6023802;Genap;2004;634367;BC
6023802;Genap;2004;634372;BC
6023802;Genap;2005;63A325;BC
6023802;Genap;2005;63A331;BC
6023802;Gasal;2006;63A334;D
6023802;Gasal;2006;63A336;C
6023802;Genap;2005;63A520;D
6023802;Gasal;2006;63A533;BC
6023802;Gasal;2005;63A535;BC
6023802;Genap;2005;63A537;C
6023802;Gasal;2005;63A622;AB
6023802;Gasal;2005;63A623;A
6023802;Genap;2005;63A631;B
6023802;Gasal;2005;63A716;A
6023802;Gasal;2005;63A723;B
6023802;Genap;2005;63A725;BC
6023802;Gasal;2006;63A810;AB
6023802;Gasal;2005;63A903;AB
6023802;Genap;2005;63A941;A
6023802;Gasal;2006;63A943;B
6023802;Genap;2003;640322;A
6023822;Genap;2002;000101;BC
6023822;Genap;2004;000113;B
6023822;Genap;2004;000141;B
6023822;Gasal;2002;600001;BC
6023822;Genap;2005;601104;A
6023822;Gasal;2002;602001;AB
6023822;Genap;2002;602002;AB
6023822;Gasal;2002;603001;AB
6023822;Genap;2004;604001;AB
6023822;Gasal;2002;604002;BC
6023822;Genap;2002;609002;B
6023822;Genap;2005;60A102;B
6023822;Gasal;2005;60A103;A
6023822;Gasal;2005;60A104;A
6023822;Gasal;2005;627065;B
6023822;Gasal;2004;634152;AB
6023822;Gasal;2003;634164;B
6023822;Genap;2004;634185;A
6023822;Gasal;2002;634212;B
6023822;Genap;2002;634222;B
6023822;Genap;2002;634224;B
6023822;Genap;2004;634233;BC
6023822;Gasal;2003;634242;C
6023822;Gasal;2004;634251;B
6023822;Gasal;2003;634254;A
6023822;Genap;2003;634257;AB
6023822;Gasal;2004;634261;A
6023822;Gasal;2004;634265;A
6023822;Gasal;2004;634273;B
6023822;Gasal;2004;634275;B
6023822;Genap;2004;634281;AB
6023822;Genap;2004;634282;A
6023822;Genap;2004;634283;AB
6023822;Gasal;2004;634284;B
6023822;Gasal;2002;634311;B
6023822;Genap;2004;634321;A
6023822;Genap;2002;634323;C
6023822;Genap;2002;634331;A
6023822;Genap;2003;634332;A
6023822;Gasal;2003;634334;BC
6023822;Genap;2003;634341;B
6023822;Gasal;2003;634343;C
6023822;Gasal;2003;634353;BC
6023822;Gasal;2003;634355;BC
6023822;Gasal;2004;634356;C
6023822;Gasal;2004;634358;AB
6023822;Genap;2003;634363;A
6023822;Genap;2003;634366;BC
6023822;Genap;2004;634367;A
6023822;Gasal;2004;634372;B
6023822;Genap;2004;635259;AB
6023822;Gasal;2005;63A330;B
6023822;Gasal;2005;63A537;B
6023822;Genap;2005;63A724;B
6023822;Gasal;2005;63A725;B
6023822;Genap;2005;63A810;A
6023822;Gasal;2005;63A900;A
6023822;Gasal;2005;63A904;A
6023822;Genap;2005;63A981;AB
6023822;Genap;2003;640322;C
6023822;Genap;2003;653331;BC
6024129;Gasal;2002;000101;BC
6024129;Gasal;2003;000111;B
6024129;Gasal;2003;000141;BC
6024129;Genap;2002;600001;AB
6024129;Genap;2003;600002;B
6024129;Gasal;2003;601010;D
6024129;Genap;2004;601105;B
6024129;Genap;2003;601202;C
6024129;Gasal;2002;602006;D
6024129;Genap;2002;602007;C
6024129;Gasal;2002;604002;C
6024129;Gasal;2009;60A501;C
6024129;Gasal;2006;60A701;E
6024129;Gasal;2009;63A724;B
6024129;Gasal;2002;641211;D
6024129;Gasal;2002;641222;B
6024129;Genap;2002;641421;D
6024129;Genap;2003;642321;C
6024129;Genap;2003;642322;BC
6024129;Genap;2002;642323;C
6024129;Gasal;2003;642324;D
6024129;Gasal;2004;643224;C
6024129;Gasal;2004;643321;C
6024129;Genap;2003;643322;D
6024129;Gasal;2004;643323;E
6024129;Gasal;2003;643331;C
6024129;Gasal;2003;643332;D
6024129;Genap;2004;644331;BC
6024129;Gasal;2004;644332;D
6024129;Genap;2004;644333;C
6024129;Genap;2004;645137;D
6024129;Gasal;2004;645332;C
6024129;Gasal;2004;645334;C
6024129;Genap;2004;645335;B
6024129;Genap;2004;645336;E
6024129;Gasal;2004;647332;B
6024129;Gasal;2003;649315;BC
6024129;Genap;2009;64A111;AB
6024129;Gasal;2010;64A211;BC
6024129;Gasal;2010;64A311;C
6024129;Gasal;2006;64A315;E
6024129;Gasal;2010;64A411;E
6024129;Gasal;2010;64A412;BC
6024129;Genap;2009;64A415;C
6024129;Gasal;2006;64A512;E
6024129;Gasal;2008;64A513;D
6024129;Gasal;2010;64A514;D
6024129;Gasal;2008;64A515;E
6024129;Genap;2008;64A611;BC
6024129;Genap;2008;64A612;C
6024129;Genap;2008;64A614;D
6024129;Genap;2009;64A701;AB
6024129;Genap;2008;64A711;A
6024129;Gasal;2009;64A904;A
6024129;Gasal;2009;64A915;A
6024129;Genap;2008;64A918;AB
6024129;Gasal;2009;64A936;E
6024129;Gasal;2009;64A951;C
6024129;Gasal;2010;64B051;E
6025012;Genap;2002;000101;BC
6025012;Genap;2002;000115;AB
6025012;Genap;2003;000141;BC
6025012;Gasal;2002;600001;B
6025012;Genap;2002;600002;C
6025012;Genap;2003;601006;B
6025012;Gasal;2004;601009;C
6025012;Genap;2003;601204;B
6025012;Gasal;2002;602001;BC
6025012;Genap;2002;602002;C
6025012;Gasal;2002;603001;B
6025012;Gasal;2003;604001;C
6025012;Gasal;2002;604002;B
6025012;Gasal;2002;609002;BC
6025012;Genap;2005;60A107;AB
6025012;Genap;2005;60A701;AB
6025012;Gasal;2004;634164;E
6025012;Genap;2002;634212;A
6025012;Genap;2003;634254;A
6025012;Genap;2003;634353;C
6025012;Genap;2006;63A412;B
6025012;Gasal;2004;640322;B
6025012;Gasal;2003;654131;AB
6025012;Gasal;2002;654211;BC
6025012;Genap;2002;654221;A
6025012;Genap;2002;654222;BC
6025012;Gasal;2003;654232;B
6025012;Gasal;2004;654251;A
6025012;Gasal;2003;654333;B
6025012;Gasal;2003;654334;A
6025012;Gasal;2003;654335;AB
6025012;Genap;2003;654341;AB
6025012;Genap;2003;654342;BC
6025012;Gasal;2004;654352;B
6025012;Gasal;2004;654353;A
6025012;Gasal;2004;654354;C
6025012;Gasal;2003;654355;C
6025012;Gasal;2005;654368;C
6025012;Gasal;2005;654376;B
6025012;Gasal;2002;654412;A
6025012;Genap;2002;654423;A
6025012;Genap;2002;654424;B
6025012;Genap;2005;65A343;B
6025012;Gasal;2005;65A354;B
6025012;Gasal;2008;65A356;A
6025012;Genap;2005;65A361;A
6025012;Genap;2005;65A362;B
6025012;Genap;2005;65A363;BC
6025012;Genap;2005;65A364;BC
6025012;Genap;2006;65A367;C
6025012;Gasal;2005;65A371;AB
6025012;Gasal;2005;65A373;A
6025012;Gasal;2005;65A374;BC
6025012;Genap;2006;65A375;C
6025012;Genap;2005;65A381;B
6025012;Genap;2005;65A465;A
6025012;Gasal;2009;65A572;B
6025012;Gasal;2010;65A582;AB
6025012;Gasal;2005;65A804;AB
6025012;Genap;2005;65A904;B
6031011;Genap;2004;000112;BC
6031011;Gasal;2008;00141A;E
6031011;Gasal;2003;600001;D
6031011;Genap;2003;600002;BC
6031011;Gasal;2004;601006;C
6031011;Genap;2003;601009;BC
6031011;Gasal;2004;601103;C
6031011;Gasal;2004;601203;BC
6031011;Gasal;2003;602001;AB
6031011;Genap;2003;602002;C
6031011;Gasal;2003;603001;D
6031011;Gasal;2003;604171;B
6031011;Gasal;2004;604271;D
6031011;Genap;2003;604371;BC
6031011;Gasal;2004;604471;B
6031011;Gasal;2003;609002;C
6031011;;2007;60A101;C
6031011;Gasal;2008;60A402;B
6031011;Genap;2009;60A511;C
6031011;Genap;2006;60A611;C
6031011;Gasal;2006;60A701;C
6031011;Genap;2007;60A811;BC
6031011;Genap;2003;610112;C
6031011;Genap;2004;610122;C
6031011;Genap;2004;610132;BC
6031011;Gasal;2004;610133;E
6031011;Gasal;2003;610161;E
6031011;Gasal;2003;610191;D
6031011;Gasal;2004;610212;D
6031011;Gasal;2004;610232;C
6031011;Genap;2004;610252;C
6031011;Genap;2004;610261;D
6031011;Genap;2004;610312;D
6031011;Gasal;2006;61A131;E
6031011;Gasal;2005;61A141;C
6031011;Gasal;2005;61A145;C
6031011;Genap;2005;61A155;BC
6031011;Gasal;2008;61A212;BC
6031011;Genap;2006;61A222;C
6031011;Genap;2007;61A223;C
6031011;Gasal;2006;61A233;D
6031011;Genap;2009;61A242;AB
6031011;Genap;2007;61A243;D
6031011;Gasal;2005;61A246;E
6031011;Genap;2005;61A251;AB
6031011;Gasal;2007;61A252;D
6031011;Genap;2005;61A253;C
6031011;Gasal;2010;61A254;C
6031011;Gasal;2008;61A256;D
6031011;Gasal;2006;61A261;BC
6031011;Genap;2009;61A263;AB
6031011;Gasal;2007;61A264;C
6031011;Genap;2007;61A265;D
6031011;Genap;2009;61A281;BC
6031011;Genap;2006;61A371;AB
6031011;Gasal;2007;61A571;BC
6031011;Genap;2007;61A572;BC
6031011;Gasal;2008;61A573;A
6031011;Genap;2006;61A581;AB
6031011;Genap;2005;61A682;D
6031011;Gasal;2010;61B022;C
6031011;Gasal;2010;61B034;B
6031011;Gasal;2010;61B372;B
6031011;Gasal;2005;63A722;AB
6031011;Gasal;2006;65A368;C
6031030;Genap;2003;000101;C
6031030;Genap;2003;000113;AB
6031030;Gasal;2004;000141;BC
6031030;Gasal;2004;600001;C
6031030;Genap;2004;600002;C
6031030;Genap;2003;601009;C
6031030;Gasal;2005;601103;AB
6031030;Gasal;2004;601203;BC
6031030;Genap;2003;602001;BC
6031030;Gasal;2004;602002;D
6031030;Gasal;2003;603001;C
6031030;Gasal;2003;604171;BC
6031030;Gasal;2004;604271;BC
6031030;Genap;2004;604371;BC
6031030;Gasal;2005;604471;E
6031030;Genap;2005;604571;B
6031030;Gasal;2003;609002;C
6031030;Gasal;2006;60A105;C
6031030;Gasal;2008;60A302;E
6031030;Gasal;2007;60A601;B
6031030;Gasal;2005;60A701;BC
6031030;Genap;2004;610112;BC
6031030;Genap;2004;610132;C
6031030;Genap;2004;610152;E
6031030;Gasal;2004;610161;B
6031030;Gasal;2003;610191;BC
6031030;Gasal;2004;610232;B
6031030;Genap;2004;610252;E
6031030;Genap;2004;610261;B
6031030;Gasal;2004;610281;C
6031030;Genap;2004;610312;C
6031030;Gasal;2005;61A131;C
6031030;Genap;2005;61A132;AB
6031030;Gasal;2005;61A141;C
6031030;Gasal;2006;61A145;B
6031030;Genap;2005;61A155;A
6031030;Gasal;2005;61A222;A
6031030;Gasal;2005;61A233;B
6031030;Genap;2005;61A242;C
6031030;Genap;2005;61A243;D
6031030;Genap;2006;61A246;BC
6031030;Genap;2006;61A251;BC
6031030;Gasal;2006;61A252;C
6031030;Gasal;2007;61A253;BC
6031030;Genap;2005;61A254;C
6031030;Gasal;2008;61A256;B
6031030;Gasal;2007;61A261;AB
6031030;Genap;2008;61A262;E
6031030;Genap;2006;61A263;C
6031030;Genap;2007;61A264;B
6031030;Genap;2006;61A265;B
6031030;Genap;2005;61A271;B
6031030;Gasal;2007;61A272;AB
6031030;Genap;2007;61A281;AB
6031030;Genap;2005;61A371;C
6031030;Genap;2008;61A381;E
6031030;Gasal;2007;61A472;B
6031030;Gasal;2008;61A481;E
6031030;Gasal;2006;61A571;BC
6031030;Genap;2007;61A572;C
6031030;Gasal;2006;61A573;AB
6031030;Genap;2006;61A581;A
6031030;Genap;2006;61A682;AB
6031030;Gasal;2009;61A684;BC
6031030;Gasal;2006;65A368;BC
6032003;Gasal;2004;000101;BC
6032003;Genap;2003;000115;A
6032003;Genap;2004;000141;B
6032003;Gasal;2003;600001;BC
6032003;Genap;2003;600002;C
6032003;Gasal;2004;601006;C
6032003;Genap;2004;601009;BC
6032003;Gasal;2003;602001;B
6032003;Genap;2003;602002;D
6032003;Gasal;2004;603003;D
6032003;Genap;2003;603004;D
6032003;Genap;2003;603203;E
6032003;Gasal;2003;604001;C
6032003;Gasal;2003;604002;AB
6032003;Gasal;2003;609002;D
6032003;Gasal;2008;60A202;D
6032003;Genap;2007;60A401;D
6032003;Gasal;2006;60A406;BC
6032003;Gasal;2005;60A407;D
6032003;Gasal;2007;60A408;C
6032003;Gasal;2006;60A494;C
6032003;Genap;2006;60A495;C
6032003;Gasal;2006;60A497;C
6032003;Genap;2004;621013;C
6032003;Genap;2003;621016;C
6032003;Gasal;2004;621117;BC
6032003;Gasal;2003;622009;D
6032003;Genap;2004;622020;BC
6032003;Gasal;2003;624004;B
6032003;Gasal;2005;62A041;D
6032003;Genap;2005;62A042;A
6032003;Gasal;2006;62A043;B
6032003;Genap;2006;62A044;BC
6032003;Gasal;2005;62A051;BC
6032003;Gasal;2005;62A052;D
6032003;Genap;2006;62A053;C
6032003;Gasal;2005;62A054;BC
6032003;Genap;2005;62A061;BC
6032003;Gasal;2006;62A062;C
6032003;Genap;2005;62A063;BC
6032003;Gasal;2007;62A064;C
6032003;Gasal;2007;62A071;C
6032003;Genap;2009;62A072;C
6032003;Genap;2006;62A073;C
6032003;Gasal;2007;62A074;C
6032003;Gasal;2007;62A075;C
6032003;Genap;2007;62A076;C
6032003;Genap;2007;62A077;AB
6032003;Genap;2006;62A081;BC
6032003;Gasal;2009;62A082;C
6032003;Genap;2009;62A083;C
6032003;Genap;2009;62A084;BC
6032003;Genap;2006;62A151;BC
6032003;Genap;2005;62A161;BC
6032003;Genap;2006;62A162;B
6032003;Genap;2007;62A909;B
6032003;Gasal;2007;62A928;C
6032003;Gasal;2010;62B046;AB
6032003;Genap;2004;634224;BC
6032003;Genap;2004;636201;BC
6033078;Genap;2004;000111;B
6033078;Gasal;2006;00141A;C
6033078;;;600001;B
6033078;Genap;2004;601011;BC
6033078;;;602001;B
6033078;Gasal;2003;603001;C
6033078;Gasal;2003;604002;BC
6033078;Genap;2004;609002;C
6033078;Gasal;2008;60A102;C
6033078;Gasal;2005;60A104;C
6033078;Genap;2005;60A302;C
6033078;Gasal;2006;60A501;BC
6033078;Genap;2005;60A701;B
6033078;Gasal;2005;627065;BC
6033078;Gasal;2003;634212;BC
6033078;Genap;2003;634222;BC
6033078;Genap;2004;634323;C
6033078;Genap;2004;634332;C
6033078;Gasal;2009;63A130;C
6033078;Genap;2005;63A220;C
6033078;Genap;2006;63A231;D
6033078;Gasal;2005;63A322;BC
6033078;Genap;2006;63A323;D
6033078;Genap;2008;63A330;C
6033078;Genap;2005;63A331;BC
6033078;Genap;2008;63A334;C
6033078;Gasal;2008;63A336;C
6033078;Gasal;2005;63A412;B
6033078;Genap;2008;63A430;C
6033078;Gasal;2005;63A431;C
6033078;Gasal;2006;63A433;C
6033078;Genap;2007;63A435;C
6033078;Gasal;2008;63A516;A
6033078;Gasal;2007;63A520;C
6033078;Gasal;2006;63A521;BC
6033078;Gasal;2007;63A532;C
6033078;Genap;2008;63A533;BC
6033078;Gasal;2007;63A534;BC
6033078;Gasal;2007;63A535;C
6033078;Genap;2008;63A537;B
6033078;Genap;2006;63A620;BC
6033078;Gasal;2006;63A622;AB
6033078;Genap;2007;63A623;D
6033078;Gasal;2006;63A631;BC
6033078;Genap;2007;63A635;C
6033078;Gasal;2008;63A636;C
6033078;Genap;2007;63A716;BC
6033078;Gasal;2007;63A720;BC
6033078;Genap;2006;63A721;BC
6033078;Gasal;2008;63A723;D
6033078;Gasal;2005;63A724;C
6033078;Gasal;2008;63A725;BC
6033078;Genap;2008;63A810;AB
6033078;Genap;2006;63A911;B
6033078;Genap;2007;63A912;BC
6033078;Genap;2007;63A981;C
6033078;Genap;2007;63A991;C
6033078;Genap;2003;640322;D
6033109;Genap;2003;000101;C
6033109;Gasal;2004;000111;B
6033109;Genap;2004;000141;C
6033109;Genap;2003;600001;C
6033109;Genap;2004;600002;D
6033109;Gasal;2004;601011;BC
6033109;Genap;2003;602001;C
6033109;Gasal;2003;603001;E
6033109;Gasal;2003;604002;BC
6033109;Genap;2004;609002;C
6033109;Gasal;2005;60A104;C
6033109;Genap;2005;60A302;D
6033109;Gasal;2007;60A501;C
6033109;Genap;2006;60A701;B
6033109;Gasal;2003;634212;C
6033109;Genap;2004;634222;B
6033109;Genap;2003;634224;BC
6033109;Genap;2004;634257;C
6033109;Gasal;2003;634311;E
6033109;Genap;2004;634323;C
6033109;Gasal;2004;634331;D
6033109;Gasal;2004;634332;E
6033109;Genap;2004;634353;D
6033109;Genap;2005;63A130;C
6033109;Gasal;2008;63A132;E
6033109;Gasal;2005;63A231;BC
6033109;Gasal;2005;63A322;B
6033109;Gasal;2005;63A323;BC
6033109;Gasal;2007;63A325;D
6033109;Genap;2005;63A330;C
6033109;Gasal;2005;63A331;D
6033109;Genap;2005;63A334;D
6033109;Gasal;2005;63A412;BC
6033109;Gasal;2006;63A430;D
6033109;Gasal;2005;63A431;C
6033109;Gasal;2006;63A434;D
6033109;Genap;2008;63A435;C
6033109;Genap;2008;63A516;AB
6033109;Genap;2006;63A520;C
6033109;Genap;2005;63A532;D
6033109;Genap;2006;63A533;D
6033109;Gasal;2006;63A534;D
6033109;Genap;2007;63A535;C
6033109;Genap;2007;63A537;E
6033109;Genap;2006;63A620;C
6033109;Genap;2006;63A622;C
6033109;Genap;2006;63A623;D
6033109;Gasal;2006;63A631;BC
6033109;Genap;2006;63A635;C
6033109;Gasal;2009;63A636;D
6033109;Gasal;2007;63A716;AB
6033109;Gasal;2007;63A721;BC
6033109;Gasal;2009;63A722;D
6033109;Gasal;2007;63A723;C
6033109;Genap;2005;63A724;C
6033109;Genap;2008;63A725;BC
6033109;Gasal;2008;63A810;AB
6033109;Genap;2009;63A851;AB
6033109;Gasal;2007;63A912;BC
6033109;Gasal;2007;63A941;BC
6033109;Gasal;2008;63A942;E
6033109;Gasal;2003;640322;E
6033109;Gasal;2004;653331;BC
6033114;Genap;2003;000101;BC
6033114;Genap;2003;000112;BC
6033114;Genap;2004;000141;C
6033114;Gasal;2003;600001;D
6033114;Genap;2003;600002;B
6033114;Gasal;2004;602001;C
6033114;Genap;2004;602002;D
6033114;Gasal;2003;603001;E
6033114;Genap;2004;604001;C
6033114;Gasal;2003;604002;C
6033114;Genap;2004;609002;BC
6033114;Gasal;2005;60A103;B
6033114;Genap;2005;60A104;C
6033114;Genap;2007;60A302;D
6033114;Gasal;2006;60A701;BC
6033114;Gasal;2003;634212;C
6033114;Genap;2003;634222;BC
6033114;Genap;2003;634224;B
6033114;Gasal;2004;634261;D
6033114;Genap;2004;634262;D
6033114;Gasal;2004;634311;AB
6033114;Gasal;2004;634321;BC
6033114;Genap;2003;634323;D
6033114;Gasal;2004;634331;BC
6033114;Gasal;2004;634332;E
6033114;Genap;2004;634341;D
6033114;Genap;2005;63A232;BC
6033114;Genap;2007;63A322;A
6033114;Genap;2005;63A325;BC
6033114;Genap;2005;63A330;BC
6033114;Gasal;2006;63A331;C
6033114;Genap;2005;63A334;BC
6033114;Gasal;2005;63A336;C
6033114;Gasal;2005;63A412;BC
6033114;Genap;2006;63A430;C
6033114;Gasal;2005;63A431;C
6033114;Genap;2005;63A434;D
6033114;Genap;2006;63A435;D
6033114;Gasal;2007;63A516;AB
6033114;Gasal;2006;63A520;B
